Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
  271,  1.3550, -0.0000,  0.0000,  0.9647,  0.9306,  0.8802,  0.7748, -0.2113,  0.0447
  281,  1.4050, -0.0000,  0.0000,  0.9647,  0.9306,  0.8562,  0.7330, -0.3715,  0.1380
  291,  1.4550, -0.0000, -0.0000,  0.9647,  0.9306,  0.8251,  0.6808, -0.5711,  0.3261
  301,  1.5050, -0.0000, -0.0000,  0.9647,  0.9307,  0.8208,  0.6737, -0.5926,  0.3512
  311,  1.5550, -0.0000,  0.0000,  0.9647,  0.9306,  0.8456,  0.7150, -0.4562,  0.2081
  321,  1.6050, -0.0000, -0.0000,  0.9647,  0.9306,  0.8586,  0.7372, -0.3784,  0.1432
  331,  1.6550, -0.0000, -0.0000,  0.9647,  0.9306,  0.8608,  0.7410, -0.3615,  0.1307
  341,  1.7050, -0.0000, -0.0000,  0.9647,  0.9306,  0.8531,  0.7277, -0.4044,  0.1635
  351,  1.7550,  0.0000,  0.0000,  0.9646,  0.9305,  0.8415,  0.7081, -0.4744,  0.2251
  361,  1.8050,  0.0000,  0.0000,  0.9647,  0.9306,  0.8207,  0.6735, -0.5544,  0.3074
  371,  1.8550,  0.0000,  0.0000,  0.9646,  0.9304,  0.8446,  0.7133, -0.4330,  0.1875
  381,  1.9050, -0.0000,  0.0000,  0.9647,  0.9306,  0.8319,  0.6920, -0.4904,  0.2405
  391,  1.9550, -0.0000,  0.0000,  0.9646,  0.9305,  0.8545,  0.7302, -0.3785,  0.1433
  401,  2.0050,  0.0000,  0.0000,  0.9647,  0.9307,  0.8612,  0.7417, -0.3214,  0.1033
  411,  2.0550, -0.0000, -0.0000,  0.9647,  0.9306,  0.8661,  0.7501, -0.2955,  0.0873
  421,  2.1050, -0.0000, -0.0000,  0.9647,  0.9307,  0.8505,  0.7233, -0.3674,  0.1350
  431,  2.1550, -0.0000,  0.0000,  0.9647,  0.9307,  0.8808,  0.7758, -0.1976,  0.0390
  441,  2.2050, -0.0000,  0.0000,  0.9647,  0.9306,  0.8815,  0.7771, -0.2155,  0.0464
  451,  2.2550, -0.0000,  0.0000,  0.9648,  0.9308,  0.8447,  0.7135, -0.4062,  0.1650
  461,  2.3050, -0.0000,  0.0000,  0.9646,  0.9305,  0.8620,  0.7430, -0.3309,  0.1095
  471,  2.3550, -0.0000,  0.0000,  0.9647,  0.9306,  0.8452,  0.7143, -0.4217,  0.1778
  481,  2.4050, -0.0000,  0.0000,  0.9647,  0.9306,  0.8456,  0.7150, -0.4251,  0.1807
  491,  2.4550, -0.0000,  0.0000,  0.9647,  0.9306,  0.8663,  0.7504, -0.3150,  0.0992
