Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
   55,  0.2750,  0.0000,  0.0000,  1.0035,  1.0071,  0.8963,  0.8034, -0.3929,  0.1544
   56,  0.2800,  0.0000,  0.0000,  1.0035,  1.0071,  0.8979,  0.8063, -0.3805,  0.1448
   57,  0.2850,  0.0000,  0.0000,  1.0035,  1.0071,  0.8986,  0.8075, -0.3742,  0.1400
   58,  0.2900,  0.0000, -0.0000,  1.0035,  1.0071,  0.8986,  0.8074, -0.3725,  0.1388
   59,  0.2950,  0.0000,  0.0000,  1.0035,  1.0071,  0.8978,  0.8061, -0.3742,  0.1401
   60,  0.3000,  0.0000,  0.0000,  1.0036,  1.0071,  0.8965,  0.8036, -0.3802,  0.1446
   61,  0.3050,  0.0000,  0.0000,  1.0036,  1.0071,  0.8946,  0.8003, -0.3903,  0.1523
   62,  0.3100,  0.0000,  0.0000,  1.0036,  1.0071,  0.8924,  0.7964, -0.4031,  0.1625
   63,  0.3150,  0.0000,  0.0000,  1.0036,  1.0072,  0.8900,  0.7921, -0.4171,  0.1740
   64,  0.3200,  0.0000,  0.0000,  1.0036,  1.0072,  0.8877,  0.7880, -0.4304,  0.1852
   65,  0.3250,  0.0000,  0.0000,  1.0036,  1.0072,  0.8856,  0.7843, -0.4421,  0.1954
   66,  0.3300,  0.0000,  0.0000,  1.0036,  1.0072,  0.8840,  0.7814, -0.4522,  0.2045
   67,  0.3350,  0.0000,  0.0000,  1.0036,  1.0072,  0.8828,  0.7794, -0.4593,  0.2110
   68,  0.3400,  0.0000,  0.0000,  1.0036,  1.0072,  0.8820,  0.7780, -0.4640,  0.2153
   69,  0.3450,  0.0000,  0.0000,  1.0036,  1.0071,  0.8814,  0.7769, -0.4691,  0.2200
   70,  0.3500,  0.0000,  0.0000,  1.0035,  1.0071,  0.8807,  0.7756, -0.4744,  0.2250
   71,  0.3550, -0.0000,  0.0000,  1.0035,  1.0071,  0.8797,  0.7739, -0.4802,  0.2306
