Velocity distribution attitude
  0.0044,  0.0063,  0.0056,  0.0094,  0.0112,  0.0125,  0.0112,  0.0125,  0.0213,  0.0394,  0.0394,  0.0187,  0.0369,  0.0312,  0.0325,  0.0419,  0.0356,  0.0350,  0.0431,  0.0425,  0.0369,  0.0387,  0.0350,  0.0400,  0.0338,  0.0344,  0.0437,  0.0419,  0.0425,  0.0262,  0.0275,  0.0250,  0.0131,  0.0169,  0.0088,  0.0081,  0.0156,  0.0044,  0.0063,  0.0013,  0.0031,  0.0019,  0.0019,  0.0000,  0.0013,  0.0000,  0.0000,  0.0006,  0.0000,  0.0006,
---
  4.0000,  8.0000,  6.0000, 12.0000, 14.0000, 15.0000, 16.0000, 11.0000, 21.0000, 47.0000, 47.0000, 24.0000, 39.0000, 34.0000, 36.0000, 54.0000, 42.0000, 46.0000, 51.0000, 55.0000, 46.0000, 46.0000, 44.0000, 53.0000, 37.0000, 41.0000, 54.0000, 57.0000, 52.0000, 32.0000, 35.0000, 27.0000, 16.0000, 16.0000,  9.0000, 11.0000, 17.0000,  3.0000,  6.0000,  2.0000,  5.0000,  3.0000,  3.0000,  0.0000,  1.0000,  0.0000,  0.0000,  1.0000,  0.0000,  1.0000,
---
  2.0000,  5.0000,  4.0000,  7.0000, 10.0000,  9.0000, 13.0000,  6.0000, 14.0000, 33.0000, 31.0000, 17.0000, 26.0000, 19.0000, 21.0000, 34.0000, 28.0000, 30.0000, 36.0000, 38.0000, 29.0000, 29.0000, 29.0000, 37.0000, 29.0000, 25.0000, 38.0000, 40.0000, 36.0000, 27.0000, 24.0000, 16.0000, 12.0000,  7.0000,  6.0000,  7.0000, 11.0000,  2.0000,  3.0000,  2.0000,  3.0000,  2.0000,  2.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  1.0000,
---
  1.0000,  1.0000,  2.0000,  4.0000,  6.0000,  6.0000,  3.0000,  2.0000,  7.0000, 20.0000, 14.0000, 10.0000, 12.0000,  8.0000, 10.0000, 12.0000, 18.0000, 13.0000, 22.0000, 19.0000, 17.0000, 16.0000, 12.0000, 20.0000, 18.0000, 13.0000, 16.0000, 21.0000, 18.0000, 14.0000,  9.0000,  7.0000,  5.0000,  4.0000,  5.0000,  3.0000,  4.0000,  2.0000,  1.0000,  0.0000,  2.0000,  1.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  1.0000,
---
  0.0013,  0.0050,  0.0056,  0.0081,  0.0131,  0.0119,  0.0106,  0.0131,  0.0194,  0.0231,  0.0225,  0.0213,  0.0175,  0.0319,  0.0344,  0.0331,  0.0381,  0.0300,  0.0294,  0.0387,  0.0431,  0.0406,  0.0600,  0.0444,  0.0619,  0.0494,  0.0437,  0.0469,  0.0381,  0.0375,  0.0369,  0.0269,  0.0250,  0.0150,  0.0125,  0.0025,  0.0025,  0.0013,  0.0013,  0.0000,  0.0019,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0006,
---
  1.0000,  7.0000,  6.0000,  9.0000, 14.0000, 15.0000, 16.0000, 19.0000, 24.0000, 18.0000, 25.0000, 23.0000, 20.0000, 39.0000, 39.0000, 35.0000, 42.0000, 35.0000, 33.0000, 44.0000, 53.0000, 51.0000, 76.0000, 54.0000, 82.0000, 62.0000, 57.0000, 56.0000, 46.0000, 48.0000, 46.0000, 37.0000, 29.0000, 17.0000, 15.0000,  3.0000,  2.0000,  0.0000,  1.0000,  0.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,
---
  0.0000,  4.0000,  4.0000,  6.0000,  8.0000, 11.0000, 12.0000, 13.0000, 11.0000, 12.0000, 10.0000, 17.0000, 10.0000, 27.0000, 22.0000, 25.0000, 24.0000, 25.0000, 15.0000, 26.0000, 34.0000, 35.0000, 61.0000, 37.0000, 60.0000, 43.0000, 38.0000, 39.0000, 32.0000, 38.0000, 35.0000, 25.0000, 22.0000, 11.0000,  7.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,
---
  0.0000,  1.0000,  0.0000,  3.0000,  4.0000,  3.0000,  3.0000,  6.0000,  4.0000,  5.0000,  5.0000,  8.0000,  3.0000, 11.0000,  9.0000,  8.0000, 13.0000, 10.0000,  4.0000, 12.0000, 17.0000, 17.0000, 39.0000, 22.0000, 33.0000, 21.0000, 26.0000, 23.0000, 16.0000, 17.0000, 23.0000, 15.0000, 11.0000,  6.0000,  2.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,
---
