    1	 -2.8222	 -2.8353
    1	 -2.8296	 -1.4074
    1	 -2.8317	  0.0046
    1	 -2.8344	  1.4075
    1	 -2.8265	  2.8229
    1	 -1.4087	 -2.8220
    1	 -1.4081	 -1.4074
    1	 -1.4167	 -0.0013
    1	 -1.4179	  1.4073
    1	 -1.4113	  2.8274
    1	  0.0013	 -2.8264
    1	 -0.0061	 -1.4196
    1	  0.0073	  0.0066
    1	 -0.0045	  1.4157
    1	 -0.0065	  2.8218
    1	  1.4078	 -2.8284
    1	  1.4152	 -1.4073
    1	  1.4214	 -0.0051
    1	  1.4149	  1.4211
    1	  1.4097	  2.8237
    1	  2.8294	 -2.8274
    1	  2.8357	 -1.4142
    1	  2.8230	  0.0010
    1	  2.8230	  1.4074
    1	  2.8355	  2.8349
    2	 -2.8160	 -2.8423
    2	 -2.8307	 -1.4005
    2	 -2.8350	  0.0093
    2	 -2.8404	  1.4008
    2	 -2.8246	  2.8173
    2	 -1.4031	 -2.8156
    2	 -1.4019	 -1.4006
    2	 -1.4192	 -0.0027
    2	 -1.4216	  1.4004
    2	 -1.4083	  2.8264
    2	  0.0026	 -2.8243
    2	 -0.0123	 -1.4250
    2	  0.0146	  0.0131
    2	 -0.0090	  1.4172
    2	 -0.0130	  2.8152
    2	  1.4014	 -2.8285
    2	  1.4162	 -1.4004
    2	  1.4286	 -0.0102
    2	  1.4155	  1.4279
    2	  1.4052	  2.8189
    2	  2.8304	 -2.8264
    2	  2.8429	 -1.4143
    2	  2.8175	  0.0020
    2	  2.8175	  1.4007
    2	  2.8426	  2.8415
    3	 -2.8097	 -2.8492
    3	 -2.8319	 -1.3937
    3	 -2.8383	  0.0139
    3	 -2.8464	  1.3941
    3	 -2.8227	  2.8117
    3	 -1.3976	 -2.8092
    3	 -1.3958	 -1.3938
    3	 -1.4217	 -0.0040
    3	 -1.4253	  1.3934
    3	 -1.4054	  2.8254
    3	  0.0039	 -2.8223
    3	 -0.0184	 -1.4305
    3	  0.0219	  0.0197
    3	 -0.0135	  1.4187
    3	 -0.0195	  2.8086
    3	  1.3950	 -2.8285
    3	  1.4173	 -1.3935
    3	  1.4358	 -0.0153
    3	  1.4162	  1.4347
    3	  1.4007	  2.8142
    3	  2.8314	 -2.8253
    3	  2.8502	 -1.4143
    3	  2.8120	  0.0030
    3	  2.8121	  1.3939
    3	  2.8496	  2.8480
    4	 -2.8035	 -2.8561
    4	 -2.8330	 -1.3868
    4	 -2.8415	  0.0185
    4	 -2.8524	  1.3874
    4	 -2.8208	  2.8062
    4	 -1.3920	 -2.8028
    4	 -1.3896	 -1.3870
    4	 -1.4243	 -0.0053
    4	 -1.4290	  1.3865
    4	 -1.4024	  2.8244
    4	  0.0052	 -2.8202
    4	 -0.0245	 -1.4359
    4	  0.0292	  0.0262
    4	 -0.0180	  1.4203
    4	 -0.0260	  2.8020
    4	  1.3886	 -2.8285
    4	  1.4183	 -1.3865
    4	  1.4430	 -0.0203
    4	  1.4168	  1.4416
    4	  1.3962	  2.8095
    4	  2.8324	 -2.8243
    4	  2.8574	 -1.4144
    4	  2.8066	  0.0040
    4	  2.8066	  1.3871
    4	  2.8567	  2.8545
    5	 -2.7972	 -2.8630
    5	 -2.8341	 -1.3800
    5	 -2.8448	  0.0232
    5	 -2.8584	  1.3807
    5	 -2.8190	  2.8006
    5	 -1.3865	 -2.7965
    5	 -1.3835	 -1.3802
    5	 -1.4268	 -0.0067
    5	 -1.4327	  1.3796
    5	 -1.3995	  2.8234
    5	  0.0065	 -2.8182
    5	 -0.0306	 -1.4413
    5	  0.0365	  0.0328
    5	 -0.0225	  1.4218
    5	 -0.0325	  2.7954
    5	  1.3822	 -2.8285
    5	  1.4193	 -1.3796
    5	  1.4502	 -0.0254
    5	  1.4175	  1.4484
    5	  1.3917	  2.8047
    5	  2.8334	 -2.8233
    5	  2.8647	 -1.4144
    5	  2.8011	  0.0051
    5	  2.8012	  1.3804
    5	  2.8637	  2.8610
    6	 -2.7910	 -2.8700
    6	 -2.8353	 -1.3731
    6	 -2.8481	  0.0278
    6	 -2.8644	  1.3740
    6	 -2.8171	  2.7950
    6	 -1.3809	 -2.7901
    6	 -1.3774	 -1.3733
    6	 -1.4293	 -0.0080
    6	 -1.4364	  1.3726
    6	 -1.3966	  2.8224
    6	  0.0078	 -2.8161
    6	 -0.0368	 -1.4467
    6	  0.0438	  0.0393
    6	 -0.0269	  1.4233
    6	 -0.0389	  2.7888
    6	  1.3758	 -2.8285
    6	  1.4203	 -1.3727
    6	  1.4574	 -0.0305
    6	  1.4181	  1.4553
    6	  1.3872	  2.8000
    6	  2.8345	 -2.8222
    6	  2.8719	 -1.4144
    6	  2.7957	  0.0061
    6	  2.7957	  1.3736
    6	  2.8708	  2.8675
    7	 -2.7848	 -2.8769
    7	 -2.8364	 -1.3663
    7	 -2.8514	  0.0324
    7	 -2.8704	  1.3673
    7	 -2.8152	  2.7894
    7	 -1.3754	 -2.7837
    7	 -1.3712	 -1.3665
    7	 -1.4318	 -0.0093
    7	 -1.4401	  1.3657
    7	 -1.3936	  2.8214
    7	  0.0091	 -2.8141
    7	 -0.0429	 -1.4521
    7	  0.0511	  0.0459
    7	 -0.0314	  1.4248
    7	 -0.0454	  2.7822
    7	  1.3694	 -2.8285
    7	  1.4213	 -1.3658
    7	  1.4645	 -0.0356
    7	  1.4188	  1.4621
    7	  1.3827	  2.7952
    7	  2.8355	 -2.8212
    7	  2.8792	 -1.4145
    7	  2.7902	  0.0071
    7	  2.7903	  1.3668
    7	  2.8779	  2.8740
    8	 -2.7785	 -2.8838
    8	 -2.8376	 -1.3594
    8	 -2.8547	  0.0371
    8	 -2.8764	  1.3606
    8	 -2.8133	  2.7839
    8	 -1.3698	 -2.7773
    8	 -1.3651	 -1.3597
    8	 -1.4343	 -0.0107
