Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
   95,  0.4750, -0.0000,  0.0000,  0.9710,  0.9428,  0.8752,  0.7660, -0.2866,  0.0821
   96,  0.4800, -0.0000,  0.0000,  0.9710,  0.9428,  0.8788,  0.7723, -0.2642,  0.0698
   97,  0.4850,  0.0000,  0.0000,  0.9710,  0.9428,  0.8815,  0.7770, -0.2471,  0.0610
   98,  0.4900, -0.0000,  0.0000,  0.9710,  0.9428,  0.8832,  0.7800, -0.2351,  0.0553
   99,  0.4950, -0.0000,  0.0000,  0.9710,  0.9428,  0.8840,  0.7814, -0.2278,  0.0519
  100,  0.5000, -0.0000,  0.0000,  0.0388,  0.1903,  0.0354,  0.1732, -0.0090,  0.0440
  101,  0.5050,  0.0000,  0.0000,  0.9710,  0.9428,  0.8832,  0.7800, -0.2246,  0.0504
  102,  0.5100, -0.0000,  0.0000,  0.9710,  0.9429,  0.8820,  0.7779, -0.2291,  0.0525
  103,  0.5150, -0.0000,  0.0000,  0.9710,  0.9429,  0.8806,  0.7754, -0.2339,  0.0547
  104,  0.5200, -0.0000,  0.0000,  0.9710,  0.9429,  0.8792,  0.7730, -0.2418,  0.0585
  105,  0.5250, -0.0000,  0.0000,  0.9710,  0.9429,  0.8779,  0.7707, -0.2496,  0.0623
  106,  0.5300,  0.0000,  0.0000,  0.9710,  0.9429,  0.8768,  0.7687, -0.2565,  0.0658
  107,  0.5350,  0.0000,  0.0000,  0.9710,  0.9429,  0.8759,  0.7671, -0.2620,  0.0687
  108,  0.5400,  0.0000,  0.0000,  0.9710,  0.9429,  0.8752,  0.7659, -0.2674,  0.0715
  109,  0.5450, -0.0000,  0.0000,  0.9710,  0.9429,  0.8746,  0.7650, -0.2714,  0.0737
  110,  0.5500, -0.0000,  0.0000,  0.9710,  0.9429,  0.8742,  0.7642, -0.2751,  0.0757
  111,  0.5550,  0.0000,  0.0000,  0.9710,  0.9429,  0.8738,  0.7636, -0.2789,  0.0778
  112,  0.5600,  0.0000,  0.0000,  0.9710,  0.9429,  0.8734,  0.7629, -0.2834,  0.0803
  113,  0.5650, -0.0000,  0.0000,  0.9710,  0.9429,  0.8729,  0.7620, -0.2888,  0.0834
  114,  0.5700, -0.0000,  0.0000,  0.9710,  0.9429,  0.8723,  0.7609, -0.2940,  0.0864
  115,  0.5750,  0.0000,  0.0000,  0.9710,  0.9429,  0.8715,  0.7595, -0.2989,  0.0893
  116,  0.5800,  0.0000,  0.0000,  0.9710,  0.9429,  0.8705,  0.7578, -0.3033,  0.0920
  117,  0.5850,  0.0000,  0.0000,  0.9710,  0.9429,  0.8694,  0.7559, -0.3089,  0.0954
  118,  0.5900,  0.0000,  0.0000,  0.9710,  0.9429,  0.8684,  0.7542, -0.3143,  0.0988
  119,  0.5950, -0.0000,  0.0000,  0.9710,  0.9429,  0.8676,  0.7527, -0.3192,  0.1019
  120,  0.6000, -0.0000,  0.0000,  0.9710,  0.9429,  0.8670,  0.7517, -0.3227,  0.1041
  121,  0.6050, -0.0000,  0.0000,  0.9710,  0.9429,  0.8666,  0.7510, -0.3248,  0.1055
  122,  0.6100,  0.0000,  0.0000,  0.9710,  0.9429,  0.8664,  0.7506, -0.3266,  0.1067
  123,  0.6150, -0.0000,  0.0000,  0.9710,  0.9429,  0.8664,  0.7507, -0.3277,  0.1074
  124,  0.6200,  0.0000,  0.0000,  0.9710,  0.9429,  0.8667,  0.7512, -0.3267,  0.1068
  125,  0.6250,  0.0000,  0.0000,  0.0388,  0.1903,  0.0347,  0.1699, -0.0130,  0.0639
  126,  0.6300,  0.0000,  0.0000,  0.9710,  0.9429,  0.8679,  0.7532, -0.3252,  0.1057
  127,  0.6350,  0.0000,  0.0000,  0.9710,  0.9428,  0.8686,  0.7544, -0.3243,  0.1052
  128,  0.6400,  0.0000,  0.0000,  0.9710,  0.9428,  0.8692,  0.7554, -0.3236,  0.1047
  129,  0.6450,  0.0000,  0.0000,  0.9710,  0.9428,  0.8694,  0.7559, -0.3253,  0.1058
  130,  0.6500,  0.0000,  0.0000,  0.9710,  0.9428,  0.8692,  0.7555, -0.3286,  0.1080
  131,  0.6550, -0.0000,  0.0000,  0.9710,  0.9428,  0.8683,  0.7540, -0.3339,  0.1115
  132,  0.6600, -0.0000,  0.0000,  0.9710,  0.9428,  0.8669,  0.7515, -0.3411,  0.1164
  133,  0.6650, -0.0000,  0.0000,  0.9710,  0.9428,  0.8648,  0.7478, -0.3513,  0.1234
  134,  0.6700, -0.0000,  0.0000,  0.9710,  0.9428,  0.8621,  0.7432, -0.3643,  0.1327
  135,  0.6750,  0.0000,  0.0000,  0.9710,  0.9428,  0.8589,  0.7377, -0.3794,  0.1440
  136,  0.6800,  0.0000,  0.0000,  0.9710,  0.9428,  0.8553,  0.7315, -0.3966,  0.1573
  137,  0.6850, -0.0000,  0.0000,  0.9710,  0.9428,  0.8516,  0.7253, -0.4152,  0.1724
  138,  0.6900,  0.0000,  0.0000,  0.9710,  0.9429,  0.8482,  0.7194, -0.4335,  0.1879
  139,  0.6950,  0.0000,  0.0000,  0.9710,  0.9429,  0.8453,  0.7145, -0.4499,  0.2024
  140,  0.7000, -0.0000,  0.0000,  0.9710,  0.9429,  0.8432,  0.7109, -0.4617,  0.2132
  141,  0.7050,  0.0000,  0.0000,  0.9710,  0.9429,  0.8420,  0.7090, -0.4679,  0.2189
  142,  0.7100, -0.0000,  0.0000,  0.9710,  0.9429,  0.8418,  0.7086, -0.4694,  0.2203
  143,  0.7150, -0.0000,  0.0000,  0.9710,  0.9428,  0.8423,  0.7095, -0.4680,  0.2190
  144,  0.7200, -0.0000,  0.0000,  0.9710,  0.9428,  0.8433,  0.7112, -0.4641,  0.2154
  145,  0.7250, -0.0000,  0.0000,  0.9710,  0.9428,  0.8445,  0.7132, -0.4576,  0.2094
  146,  0.7300, -0.0000,  0.0000,  0.9710,  0.9428,  0.8458,  0.7154, -0.4500,  0.2025
  147,  0.7350, -0.0000,  0.0000,  0.9710,  0.9428,  0.8472,  0.7178, -0.4418,  0.1952
  148,  0.7400, -0.0000,  0.0000,  0.9710,  0.9428,  0.8488,  0.7205, -0.4319,  0.1865
  149,  0.7450, -0.0000,  0.0000,  0.9710,  0.9428,  0.8508,  0.7239, -0.4188,  0.1754
  150,  0.7500, -0.0000,  0.0000,  0.0388,  0.1903,  0.0341,  0.1672, -0.0161,  0.0791
  151,  0.7550, -0.0000,  0.0000,  0.9710,  0.9428,  0.8562,  0.7331, -0.3866,  0.1495
  152,  0.7600, -0.0000,  0.0000,  0.9710,  0.9428,  0.8592,  0.7383, -0.3687,  0.1359
  153,  0.7650, -0.0000,  0.0000,  0.9709,  0.9427,  0.8621,  0.7432, -0.3519,  0.1238
  154,  0.7700, -0.0000,  0.0000,  0.9709,  0.9427,  0.8644,  0.7472, -0.3381,  0.1143
  155,  0.7750, -0.0000,  0.0000,  0.9709,  0.9427,  0.8659,  0.7498, -0.3275,  0.1073
  156,  0.7800, -0.0000,  0.0000,  0.9709,  0.9427,  0.8666,  0.7510, -0.3216,  0.1034
  157,  0.7850, -0.0000,  0.0000,  0.9710,  0.9428,  0.8665,  0.7509, -0.3199,  0.1023
  158,  0.7900, -0.0000,  0.0000,  0.9710,  0.9428,  0.8661,  0.7501, -0.3207,  0.1028
  159,  0.7950, -0.0000,  0.0000,  0.9710,  0.9429,  0.8656,  0.7492, -0.3219,  0.1036
  160,  0.8000, -0.0000,  0.0000,  0.9710,  0.9429,  0.8653,  0.7488, -0.3211,  0.1031
  161,  0.8050,  0.0000,  0.0000,  0.9710,  0.9429,  0.8656,  0.7492, -0.3183,  0.1013
  162,  0.8100, -0.0000,  0.0000,  0.9710,  0.9428,  0.8663,  0.7504, -0.3147,  0.0990
  163,  0.8150, -0.0000,  0.0000,  0.9710,  0.9428,  0.8672,  0.7520, -0.3127,  0.0978
  164,  0.8200, -0.0000,  0.0000,  0.9710,  0.9428,  0.8682,  0.7537, -0.3114,  0.0970
  165,  0.8250, -0.0000,  0.0000,  0.9710,  0.9428,  0.8690,  0.7551, -0.3118,  0.0972
  166,  0.8300, -0.0000,  0.0000,  0.9710,  0.9428,  0.8696,  0.7561, -0.3127,  0.0978
  167,  0.8350, -0.0000,  0.0000,  0.9710,  0.9428,  0.8698,  0.7566, -0.3147,  0.0990
  168,  0.8400, -0.0000,  0.0000,  0.9710,  0.9428,  0.8699,  0.7567, -0.3187,  0.1016
  169,  0.8450, -0.0000,  0.0000,  0.9710,  0.9428,  0.8697,  0.7564, -0.3241,  0.1051
  170,  0.8500, -0.0000,  0.0000,  0.9710,  0.9428,  0.8693,  0.7557, -0.3311,  0.1096
  171,  0.8550, -0.0000,  0.0000,  0.9710,  0.9428,  0.8686,  0.7544, -0.3393,  0.1151
  172,  0.8600, -0.0000,  0.0000,  0.9710,  0.9427,  0.8673,  0.7521, -0.3505,  0.1228
  173,  0.8650, -0.0000,  0.0000,  0.9709,  0.9427,  0.8653,  0.7487, -0.3649,  0.1332
  174,  0.8700, -0.0000,  0.0000,  0.9710,  0.9428,  0.8626,  0.7440, -0.3823,  0.1461
  175,  0.8750, -0.0000,  0.0000,  0.0388,  0.1903,  0.0344,  0.1684, -0.0160,  0.0786
  176,  0.8800, -0.0000,  0.0000,  0.9710,  0.9428,  0.8555,  0.7318, -0.4226,  0.1785
  177,  0.8850, -0.0000,  0.0000,  0.9710,  0.9429,  0.8516,  0.7252, -0.4453,  0.1983
  178,  0.8900, -0.0000,  0.0000,  0.9710,  0.9429,  0.8478,  0.7188, -0.4663,  0.2174
  179,  0.8950, -0.0000,  0.0000,  0.9710,  0.9429,  0.8445,  0.7131, -0.4843,  0.2346
  180,  0.9000, -0.0000,  0.0000,  0.9710,  0.9429,  0.8417,  0.7084, -0.4997,  0.2497
  181,  0.9050, -0.0000,  0.0000,  0.9710,  0.9429,  0.8395,  0.7047, -0.5112,  0.2613
  182,  0.9100, -0.0000,  0.0000,  0.9710,  0.9429,  0.8380,  0.7023, -0.5185,  0.2688
  183,  0.9150, -0.0000,  0.0000,  0.9710,  0.9429,  0.8374,  0.7012, -0.5219,  0.2724
  184,  0.9200, -0.0000,  0.0000,  0.9710,  0.9429,  0.8375,  0.7013, -0.5206,  0.2710
  185,  0.9250, -0.0000,  0.0000,  0.9710,  0.9429,  0.8382,  0.7026, -0.5159,  0.2661
  186,  0.9300, -0.0000,  0.0000,  0.9710,  0.9429,  0.8395,  0.7048, -0.5078,  0.2579
  187,  0.9350, -0.0000,  0.0000,  0.9710,  0.9428,  0.8412,  0.7077, -0.4979,  0.2479
  188,  0.9400, -0.0000,  0.0000,  0.9710,  0.9428,  0.8430,  0.7107, -0.4880,  0.2382
  189,  0.9450, -0.0000,  0.0000,  0.9710,  0.9428,  0.8447,  0.7135, -0.4788,  0.2293
  190,  0.9500, -0.0000,  0.0000,  0.9709,  0.9427,  0.8460,  0.7158, -0.4706,  0.2215
  191,  0.9550, -0.0000,  0.0000,  0.9709,  0.9427,  0.8469,  0.7172, -0.4637,  0.2150
  192,  0.9600, -0.0000,  0.0000,  0.9710,  0.9428,  0.8473,  0.7180, -0.4568,  0.2086
  193,  0.9650, -0.0000,  0.0000,  0.9710,  0.9428,  0.8476,  0.7185, -0.4498,  0.2023
  194,  0.9700, -0.0000,  0.0000,  0.9710,  0.9429,  0.8481,  0.7193, -0.4411,  0.1946
  195,  0.9750, -0.0000,  0.0000,  0.9710,  0.9429,  0.8493,  0.7213, -0.4293,  0.1843
  196,  0.9800, -0.0000,  0.0000,  0.9710,  0.9429,  0.8512,  0.7246, -0.4146,  0.1719
  197,  0.9850, -0.0000,  0.0000,  0.9710,  0.9428,  0.8539,  0.7292, -0.3957,  0.1566
  198,  0.9900, -0.0000,  0.0000,  0.9710,  0.9428,  0.8570,  0.7344, -0.3753,  0.1409
  199,  0.9950, -0.0000,  0.0000,  0.9710,  0.9428,  0.8601,  0.7398, -0.3544,  0.1256
  200,  1.0000, -0.0000,  0.0000,  0.0388,  0.1903,  0.0345,  0.1692, -0.0133,  0.0653
